source_id,fce,id,county
,,A6260,SAINT CLAIR
,,N6769,SAINT CLAIR
,,P1024,KENT
,,P1089,JACKSON
,,P1015,IRON
,,P1030,WAYNE
,,P1147,WAYNE
,,P1029,KALAMAZOO
,,P1090,KENT
,,P0998,TUSCOLA
,,P1083,MACKINAC
,,P1091,OAKLAND
,,P1112,OAKLAND
,,P1000,TUSCOLA
,,P1016,MONROE
,,P1005,OAKLAND
,,N5696,MACOMB
,,P1160,MACOMB
,,N7711,SAINT CLAIR
,,B6379,MACOMB
,,N0700,MACOMB
,,N5691,MACOMB
,,N7011,SAINT CLAIR
,,P0288,MACOMB
,,N7535,MACOMB
,,N7039,MACOMB
,,N0146,MACOMB
,,B6501,MACOMB
,,P1217,OAKLAND
,,B7773,OAKLAND
,,N6385,SAINT CLAIR
,,N7977,OAKLAND
,,N8193,OAKLAND
,,P0113,OAKLAND
,,N6594,OAKLAND
,,M4226,MACOMB
,,N7548,MACOMB
,,P1223,MACOMB
,,N7496,MACOMB
,,P0993,MACOMB
,,P1195,MACOMB
,,N5766,MACOMB
,,N7369,MACOMB
,,M3511,MACOMB
,,N5767,MACOMB
,,N3686,MACOMB
,,N7745,MACOMB
,,M3517,MACOMB
,,N7219,SAINT CLAIR
,,B2813,SAINT CLAIR
,,N6905,SAINT CLAIR
,,N5989,SAINT CLAIR
,,N7411,SAINT CLAIR
,,N3337,SAINT CLAIR
,,A3238,SAINT CLAIR
,,P0457,MACOMB
,,N7546,MACOMB
,,N6509,MACOMB
,,N8279,MACOMB
,,N3308,MACOMB
,,F2181,MACOMB
,,N6908,MACOMB
,,N6938,MACOMB
,,N1202,MACOMB
,,P0303,MACOMB
,,P0885,MACOMB
,,B6425,MACOMB
,,P1034,SAINT CLAIR
,,N5722,MACOMB
,,N5706,MACOMB
,,N7705,MACOMB
,,P1021,MACOMB
,,P0187,SAINT CLAIR
,,N4013,SAINT CLAIR
,,P0782,SAINT CLAIR
,,B7281,SAINT CLAIR
,,N8183,SAINT CLAIR
,,P0865,SAINT CLAIR
,,A6237,SAINT CLAIR
,,N5671,SAINT CLAIR
,,N3255,SAINT CLAIR
,,N8020,SAINT CLAIR
,,N3277,SAINT CLAIR
,,B8626,SAINT CLAIR
,,P1213,SAINT CLAIR
,,P1214,SAINT CLAIR
,,P1159,VAN BUREN
,,P0746,SAINT CLAIR
,,P0414,MACOMB
,,B2869,MACOMB
,,N5718,MACOMB
,,B6273,MACOMB
,,B3000,MACOMB
,,B1774,MACOMB
,,N3837,MACOMB
,,N8010,MACOMB
,,N7896,MACOMB
,,N6658,MACOMB
,,N8008,OAKLAND
,,M4023,OAKLAND
,,N0072,OAKLAND
,,N8262,OAKLAND
,,P0586,OAKLAND
,,N6434,OAKLAND
,,N3023,OAKLAND
,,A4744,OAKLAND
,,P0367,OAKLAND
,,A5159,OAKLAND
,,P0609,OAKLAND
,,N7153,OAKLAND
,,N7318,OAKLAND
,,N2038,OAKLAND
,,K2800,OAKLAND
,,P0560,OAKLAND
,,G5059,OAKLAND
,,N5753,OAKLAND
,,P0932,OAKLAND
,,P0424,OAKLAND
,,P0498,SAINT CLAIR
,,P0233,OAKLAND
,,N6622,OAKLAND
,,N7889,OAKLAND
,,P1145,OAKLAND
,,N8251,OAKLAND
,,N2781,SAINT CLAIR
,,N3842,SAINT CLAIR
,,N6984,SAINT CLAIR
,,P1199,MACOMB
,,N7528,SAINT CLAIR
,,N0465,MACOMB
,,N7553,MACOMB
,,P0996,MACOMB
,,N8014,OAKLAND
,,P0243,OAKLAND
,,N1927,OAKLAND
,,N2460,OAKLAND
,,P0824,WAYNE
,,N2830,OAKLAND
,,N6623,OAKLAND
,,N2440,OAKLAND
,,N2785,OAKLAND
,,N7646,OAKLAND
,,N5637,OAKLAND
,,N5749,OAKLAND
,,N7417,MACOMB
,,N6823,GENESEE
,,P0289,MACOMB
,,A3301,MACOMB
,,A4750,MACOMB
,,B6660,MACOMB
,,B7162,MACOMB
,,B8693,MACOMB
,,N7787,MACOMB
,,B6177,MACOMB
,,P1146,BAY
,,B5657,MACOMB
,,P0790,MACOMB
,,N1331,MACOMB
,,B6569,MACOMB
,,P0413,MACOMB
,,B7800,MACOMB
,,N7861,MACOMB
,,N3644,MACOMB
,,M3526,MACOMB
,,N7248,MACOMB
,,N8044,MACOMB
,,P0994,MACOMB
,,N0503,OAKLAND
,,N2528,OAKLAND
,,M3429,OAKLAND
,,N3987,OAKLAND
,,B2956,WAYNE
,,N6514,WASHTENAW
,,P0343,WASHTENAW
,,N5437,WASHTENAW
,,B8874,WASHTENAW
,,N6926,WASHTENAW
,,P0373,WASHTENAW
,,P0218,WASHTENAW
,,N7841,WASHTENAW
,,N8278,WASHTENAW
,,B2060,WASHTENAW
,,P0116,WASHTENAW
,,M3653,WASHTENAW
,,M3749,WAYNE
,,B8994,WAYNE
,,N7644,WASHTENAW
,,B3101,WAYNE
,,P0379,WAYNE
,,N8335,LIVINGSTON
,,P1103,LIVINGSTON
,,N2311,LIVINGSTON
,,P0821,LIVINGSTON
,,B8642,LIVINGSTON
,,N6932,LIVINGSTON
,,P0552,MONROE
,,N7340,WAYNE
,,B3534,WAYNE
,,P0460,WAYNE
,,B5434,WAYNE
,,N7641,WAYNE
,,M3754,WAYNE
,,B4734,WAYNE
,,N8024,WAYNE
,,N8080,WAYNE
,,P0207,WAYNE
,,M4260,WAYNE
,,B9080,WAYNE
,,N8026,WAYNE
,,M4798,WAYNE
,,P0487,WAYNE
,,N1119,WASHTENAW
,,N1793,WASHTENAW
,,P1165,WAYNE
,,P1189,MONROE
,,P1197,MONROE
,,N5436,MONROE
,,N6283,MONROE
,,N6045,MONROE
,,N6665,MONROE
,,P1174,MONROE
,,P0656,MONROE
,,P1018,MONROE
,,P0635,MONROE
,,P1151,MONROE
,,B7006,MONROE
,,F5756,MONROE
,,K7643,WAYNE
,,N8235,WAYNE
,,P0097,MACOMB
,,N7314,WAYNE
,,B3234,WAYNE
,,N8238,MONROE
,,N7214,MONROE
,,N8033,WAYNE
,,P0576,WAYNE
,,N7880,WAYNE
,,N7257,WAYNE
,,M4313,WAYNE
,,P0638,WAYNE
,,P1210,WAYNE
,,H9647,WAYNE
,,M4209,WAYNE
,,B4626,WAYNE
,,B5826,WAYNE
,,N8090,WAYNE
,,B3316,WAYNE
,,M3833,WAYNE
,,M3499,WAYNE
,,P1149,WAYNE
,,P0119,WAYNE
,,P0974,WAYNE
,,N7075,MONROE
,,P0925,WASHTENAW
,,N8250,WASHTENAW
,,A6714,WASHTENAW
,,B6622,MONROE
,,P0910,MONROE
,,N7012,MONROE
,,N6543,MONROE
,,A4074,MONROE
,,N6169,MONROE
,,P1170,MONROE
,,M4406,WAYNE
,,P0810,WAYNE
,,P0624,OAKLAND
,,N8339,OAKLAND
,,N2712,OAKLAND
,,N8144,OAKLAND
,,P0763,OAKLAND
,,N8285,BERRIEN
,,P0474,MONROE
,,N3597,MONROE
,,N7633,WAYNE
,,P1031,LIVINGSTON
,,M4787,WAYNE
,,P0701,WAYNE
,,P0997,WAYNE
,,A8448,WAYNE
,,P1010,WAYNE
,,N7110,WAYNE
,,M4639,WAYNE
,,N7616,WAYNE
,,N8179,WAYNE
,,P1143,WAYNE
,,N7512,WAYNE
,,N7632,WAYNE
,,M4853,WAYNE
,,P0766,WAYNE
,,N7642,WAYNE
,,N7904,WAYNE
,,M4407,WAYNE
,,M4558,WAYNE
,,N3024,WAYNE
,,B5815,WAYNE
,,M4074,WAYNE
,,N7245,WAYNE
,,B2658,WAYNE
,,N7836,WAYNE
,,P1092,WAYNE
,,M4796,WAYNE
,,P1238,WAYNE
,,P1119,WAYNE
,,B5451,WAYNE
,,N0761,WASHTENAW
,,N7618,MONROE
,,B6447,MONROE
,,N2627,MONROE
,,N5241,MONROE
,,N6837,MONROE
,,P0621,WAYNE
,,M4314,WAYNE
,,B2988,WAYNE
,,P0559,WAYNE
,,P0494,WAYNE
,,N8300,WAYNE
,,N4956,WAYNE
,,P0348,WAYNE
,,P0754,WAYNE
,,N6368,WAYNE
,,N7491,WAYNE
,,N7602,WAYNE
,,N7622,WAYNE
,,P0660,MONROE
,,P0250,WAYNE
,,P0731,WAYNE
,,K1260,WAYNE
,,N5861,WAYNE
,,P0979,WAYNE
,,N8006,WAYNE
,,K9207,WAYNE
,,N7161,WAYNE
,,N7066,WAYNE
,,M4756,WAYNE
,,P0083,WAYNE
,,N5144,WAYNE
,,N8037,WAYNE
,,P0071,WAYNE
,,M4132,WAYNE
,,P1106,WAYNE
,,N0516,WAYNE
,,N7109,WAYNE
,,N1022,WAYNE
,,N5596,WASHTENAW
,,N7891,LIVINGSTON
,,M4429,WAYNE
,,N7605,WAYNE
,,B2118,WAYNE
,,P0167,WASHTENAW
,,P0703,WASHTENAW
,,P1128,WASHTENAW
,,N6636,WASHTENAW
,,N7747,WASHTENAW
,,B6016,WASHTENAW
,,N2474,WASHTENAW
,,N7156,WASHTENAW
,,N7866,WASHTENAW
,,N5780,WASHTENAW
,,N7669,WAYNE
,,B2576,WASHTENAW
,,P0776,WASHTENAW
,,B2629,WASHTENAW
,,M4704,WAYNE
,,A8087,WAYNE
,,N8089,WAYNE
,,P0224,WAYNE
,,N8021,WAYNE
,,N8164,WAYNE
,,B4369,WAYNE
,,N7845,WAYNE
,,M3733,WAYNE
,,N8316,WAYNE
,,M4112,WAYNE
,,N8078,WAYNE
,,N8029,WAYNE
,,N8237,WAYNE
,,P0472,WAYNE
,,M3727,WAYNE
,,M4456,WAYNE
,,N8022,WAYNE
,,H6483,WAYNE
,,N7159,WAYNE
,,N8023,WAYNE
,,P0999,GENESEE
,,M2369,WAYNE
,,P1038,WAYNE
,,P0947,WAYNE
,,B4847,WAYNE
,,M4718,WAYNE
,,P1142,WAYNE
,,B8763,WAYNE
,,P0305,WAYNE
,,N7584,WAYNE
,,B2159,WAYNE
,,M4626,WAYNE
,,P0453,WAYNE
,,B2150,WAYNE
,,A8005,WAYNE
,,M4185,WAYNE
,,B3259,WAYNE
,,M4323,WAYNE
,,N0703,WAYNE
,,B2371,WAYNE
,,K0291,WAYNE
,,P1004,WAYNE
,,N7359,WAYNE
,,M4445,WAYNE
,,B2162,WAYNE
,,P0356,WAYNE
,,P0431,WAYNE
,,B6511,WAYNE
,,P0592,WAYNE
,,M4685,WAYNE
,,B4752,WAYNE
,,N7704,WAYNE
,,N8019,WAYNE
,,P1101,WAYNE
,,N7742,WAYNE
,,P0030,WAYNE
,,B4354,WAYNE
,,M3860,WAYNE
,,N8049,WAYNE
,,A9805,OAKLAND
,,N6447,OAKLAND
,,P0438,WAYNE
,,M4785,WAYNE
,,P0357,WAYNE
,,N7471,WAYNE
,,B2273,WAYNE
,,N0373,WAYNE
,,N6373,WAYNE
,,N0305,WAYNE
,,A7513,WAYNE
,,M4577,WAYNE
,,N7598,WAYNE
,,P0092,WAYNE
,,N5174,OAKLAND
,,N8184,OAKLAND
,,P0080,OAKLAND
,,A8831,WAYNE
,,P0329,WAYNE
,,P0150,WAYNE
,,B4785,WAYNE
,,B5038,WAYNE
,,N7515,OAKLAND
,,B8907,OAKLAND
,,N8139,OAKLAND
,,N5497,OAKLAND
,,N1165,OAKLAND
,,N1333,OAKLAND
,,P0530,OAKLAND
,,P0292,OAKLAND
,,P0007,OAKLAND
,,N7392,MACOMB
,,N6875,MACOMB
,,N0101,MACOMB
,,P0226,MACOMB
,,N8009,MACOMB
,,N7770,MACOMB
,,N3175,MACOMB
,,N5779,MACOMB
,,N5145,MACOMB
,,N1120,MACOMB
,,P1230,MACOMB
,,N0989,MACOMB
,,N7187,MACOMB
,,N7426,MACOMB
,,O1448,MACOMB
,,N6859,MACOMB
,,P0957,MACOMB
,,P0005,MACOMB
,,P1131,MACOMB
,,P1002,MACOMB
,,B7346,MACOMB
,,B1778,MACOMB
,,P1020,MACOMB
,,N8236,MACOMB
,,N8051,MACOMB
,,B4131,MACOMB
,,N8007,OAKLAND
,,P0430,OAKLAND
,,N2674,OAKLAND
,,P0913,OAKLAND
,,N5507,OAKLAND
,,N7796,OAKLAND
,,P0347,OAKLAND
,,N5490,OAKLAND
,,N5505,OAKLAND
,,N7741,OAKLAND
,,N7339,OAKLAND
,,N2332,OAKLAND
,,P0924,OAKLAND
,,N1489,OAKLAND
,,P0565,OAKLAND
,,N3171,OAKLAND
,,N7864,OAKLAND
,,N6494,OAKLAND
,,N6212,OAKLAND
,,P0236,OAKLAND
,,B4745,WAYNE
,,N7414,OAKLAND
,,N7551,OAKLAND
,,N7727,OAKLAND
,,N7804,OAKLAND
,,N7571,OAKLAND
,,P0121,OAKLAND
,,N0007,OAKLAND
,,F9158,OAKLAND
,,N6650,OAKLAND
,,P0301,OAKLAND
,,N5551,OAKLAND
,,N6726,OAKLAND
,,N3768,OAKLAND
,,N3156,OAKLAND
,,N7096,OAKLAND
,,P0451,OAKLAND
,,P0923,OAKLAND
,,P0603,OAKLAND
,,P0420,OAKLAND
,,N8013,OAKLAND
,,P0714,OAKLAND
,,N5076,OAKLAND
,,A4420,OAKLAND
,,P0120,OAKLAND
,,P0588,OAKLAND
,,P1154,OAKLAND
,,N7051,OAKLAND
,,N8059,OAKLAND
,,P0733,OAKLAND
,,N2070,OAKLAND
,,N2723,OAKLAND
,,N7601,OAKLAND
,,N7375,OAKLAND
,,N2631,OAKLAND
,,B7348,OAKLAND
,,N8273,OAKLAND
,,N6975,OAKLAND
,,N8312,OAKLAND
,,P0772,OAKLAND
,,P0734,OAKLAND
,,N7847,OAKLAND
,,M4232,OAKLAND
,,N7497,OAKLAND
,,P0956,OAKLAND
,,M4067,OAKLAND
,,N7440,OAKLAND
,,P0382,OAKLAND
,,B6415,OAKLAND
,,N7379,OAKLAND
,,P0945,OAKLAND
,,P1136,OAKLAND
,,P0801,OAKLAND
,,P0982,OAKLAND
,,A5260,OAKLAND
,,N6374,OAKLAND
,,N0649,OAKLAND
,,N7809,OAKLAND
,,P0727,OAKLAND
,,N8290,HURON
,,P0695,SANILAC
,,N1521,SANILAC
,,P0889,LAPEER
,,P0520,SANILAC
,,N7151,LAPEER
,,P1133,KENT
,,P0764,GENESEE
,,P0580,GENESEE
,,N7398,OAKLAND
,,P0078,GENESEE
,,N2664,GENESEE
,,N3640,SANILAC
,,A6466,SANILAC
,,N3989,LAPEER
,,P0526,SHIAWASSEE
,,B7530,GENESEE
,,N7678,LIVINGSTON
,,N6565,HILLSDALE
,,P1121,GENESEE
,,N7666,OAKLAND
,,N7627,GENESEE
,,N7215,GENESEE
,,N7799,GENESEE
,,B1633,HURON
,,N1705,GENESEE
,,P0041,GENESEE
,,P1191,GENESEE
,,N7552,GENESEE
,,N5983,GENESEE
,,P0523,OAKLAND
,,B1945,OAKLAND
,,N3328,LAPEER
,,B4977,LAPEER
,,P0027,LAPEER
,,M1860,HURON
,,N7405,IONIA
,,P0455,LAPEER
,,P0907,LAPEER
,,N7835,LAPEER
,,P0502,LAPEER
,,N7243,LAPEER
,,N6354,LAPEER
,,P0325,SHIAWASSEE
,,N7942,LAPEER
,,P1192,SANILAC
,,N7768,LAPEER
,,A6436,LAPEER
,,N8167,GENESEE
,,N6830,LAPEER
,,P0539,LAPEER
,,P0755,LAPEER
,,N7288,LAPEER
,,P0463,SANILAC
,,P0462,MACOMB
,,P0456,HURON
,,P0488,HURON
,,N8271,HURON
,,P0679,HURON
,,P0798,SANILAC
,,P1176,SANILAC
,,P1206,SANILAC
,,N2710,HURON
,,N6968,HURON
,,N8028,GENESEE
,,P1164,GENESEE
,,M4173,GENESEE
,,N8325,GENESEE
,,P1171,GENESEE
,,N0026,GENESEE
,,N2150,GENESEE
,,N5211,GENESEE
,,D2044,GENESEE
,,N7710,GENESEE
,,P1148,GENESEE
,,N1366,GENESEE
,,B7355,GENESEE
,,P0126,GENESEE
,,P1122,GENESEE
,,N6593,GENESEE
,,N7345,GENESEE
,,N3718,GENESEE
,,B6004,GENESEE
,,N8296,GENESEE
,,N7625,GENESEE
,,N7635,GENESEE
,,N7858,GENESEE
,,N7737,GENESEE
,,D3699,GENESEE
,,P0476,WEXFORD
,,M1952,SAGINAW
,,N5324,SAGINAW
,,N8036,SAGINAW
,,N7797,SAGINAW
,,B1995,SAGINAW
,,K2899,SAGINAW
,,M1954,SAGINAW
,,N8052,SAGINAW
,,N8343,SAGINAW
,,N5209,SAGINAW
,,N7168,SAGINAW
,,N8310,SAGINAW
,,P0813,SAGINAW
,,N6325,SAGINAW
,,N6709,SAGINAW
,,B7160,SAGINAW
,,N7136,SAGINAW
,,B4022,BAY
,,P0840,GLADWIN
,,P0271,GLADWIN
,,P1111,CLARE
,,N8002,CLARE
,,P0983,BAY
,,N1314,GLADWIN
,,P0190,GLADWIN
,,P0751,CLARE
,,P0146,CLARE
,,N7973,CLARE
,,N5875,SAGINAW
,,N6749,ROSCOMMON
,,P0370,ROSCOMMON
,,P0506,LEELANAU
,,P0485,BAY
,,P0483,BAY
,,P0482,BAY
,,N8085,BAY
,,N6498,BAY
,,N1703,SAGINAW
,,N8056,MIDLAND
,,A4027,MIDLAND
,,P0197,MIDLAND
,,P0269,MIDLAND
,,N5488,MIDLAND
,,P0555,MIDLAND
,,P0461,SAGINAW
,,P1098,BAY
,,N8288,BAY
,,N1359,ROSCOMMON
,,B1988,ROSCOMMON
,,N3900,SAGINAW
,,N6306,MIDLAND
,,N1350,MIDLAND
,,N2133,OGEMAW
,,P1080,OGEMAW
,,M2711,OGEMAW
,,N7365,OGEMAW
,,P1028,MIDLAND
,,P1027,MIDLAND
,,P1025,MIDLAND
,,N8317,TUSCOLA
,,N7955,TUSCOLA
,,P0142,TUSCOLA
,,P0200,TUSCOLA
,,P0169,TUSCOLA
,,P0242,TUSCOLA
,,P0493,TUSCOLA
,,N8275,TUSCOLA
,,N8276,TUSCOLA
,,N7954,TUSCOLA
,,N0963,TUSCOLA
,,N2259,TUSCOLA
,,P0199,TUSCOLA
,,P0202,TUSCOLA
,,P0286,TUSCOLA
,,N7329,BAY
,,N7331,BAY
,,N1832,BAY
,,N7108,BAY
,,N8155,BAY
,,N6628,BAY
,,N0793,BAY
,,N3247,BAY
,,N0940,BAY
,,A0233,BAY
,,P0001,BAY
,,B4944,HURON
,,N5052,TUSCOLA
,,P1205,HURON
,,N6671,TUSCOLA
,,P0388,TUSCOLA
,,N3592,IOSCO
,,P0607,TUSCOLA
,,N7290,TUSCOLA
,,N7588,TUSCOLA
,,N8175,TUSCOLA
,,N6338,TUSCOLA
,,N7914,IOSCO
,,N7240,IOSCO
,,P0327,IOSCO
,,N7378,IOSCO
,,A1453,HURON
,,N8253,HURON
,,N7278,HURON
,,P0619,TUSCOLA
,,P0628,TUSCOLA
,,N8181,ALCONA
,,N1488,IOSCO
,,N5963,IOSCO
,,N6355,IOSCO
,,B4102,IOSCO
,,B4350,TUSCOLA
,,B7748,TUSCOLA
,,N1327,TUSCOLA
,,P0562,MISSAUKEE
,,N3188,IOSCO
,,D6315,GRATIOT
,,A1346,GRATIOT
,,N7951,GRATIOT
,,B2864,GRATIOT
,,P0691,IONIA
,,B1650,IONIA
,,M4235,IONIA
,,P0676,IONIA
,,F6726,MONTCALM
,,N3140,EATON
,,B6189,EATON
,,N6818,EATON
,,N0823,EATON
,,N6363,SHIAWASSEE
,,P0307,SHIAWASSEE
,,N6654,INGHAM
,,P1087,EATON
,,N7842,CLINTON
,,A1588,INGHAM
,,M3883,INGHAM
,,P1114,WAYNE
,,P0725,EATON
,,N3677,EATON
,,N7241,EATON
,,P0973,EATON
,,P0704,EATON
,,D1208,INGHAM
,,B2786,MONTCALM
,,N7347,MONTCALM
,,P1166,GRATIOT
,,N6707,LIVINGSTON
,,N6662,LIVINGSTON
,,N7397,LIVINGSTON
,,N8260,LIVINGSTON
,,P0773,LIVINGSTON
,,N7823,MONTMORENCY
,,N7297,EATON
,,B7349,EATON
,,P0538,MONTCALM
,,P1152,MONTCALM
,,B7288,MONTCALM
,,P0980,MONTCALM
,,N7384,MONTCALM
,,N8280,MONTCALM
,,N5298,INGHAM
,,P0550,INGHAM
,,P1167,INGHAM
,,B2303,LIVINGSTON
,,N7368,LIVINGSTON
,,P0825,LIVINGSTON
,,N5219,LIVINGSTON
,,P1081,LIVINGSTON
,,N1514,LIVINGSTON
,,B5152,IONIA
,,P0732,IONIA
,,N7125,IONIA
,,N0923,IONIA
,,P0898,SHIAWASSEE
,,N7145,BARRY
,,N2199,IONIA
,,P0541,IONIA
,,N5948,INGHAM
,,N8053,INGHAM
,,N5663,INGHAM
,,P1193,GRATIOT
,,P0436,GRATIOT
,,N6703,ISABELLA
,,N6843,INGHAM
,,P1150,ISABELLA
,,N5974,ISABELLA
,,N5976,ISABELLA
,,P0138,ISABELLA
,,P0156,ISABELLA
,,P0806,ISABELLA
,,N2344,ISABELLA
,,N6624,ISABELLA
,,N8066,SHIAWASSEE
,,N7932,SHIAWASSEE
,,N0022,SHIAWASSEE
,,N7887,SHIAWASSEE
,,P0590,SHIAWASSEE
,,P0623,SHIAWASSEE
,,B0070,SHIAWASSEE
,,N7296,SHIAWASSEE
,,P0531,SHIAWASSEE
,,N1340,IONIA
,,P0678,SHIAWASSEE
,,N2157,IONIA
,,N8189,ISABELLA
,,N7432,CLINTON
,,N7232,CLINTON
,,N7746,CLINTON
,,N7361,CLINTON
